num;nom;slug;sexe;adresse;date_refus;doc_refus;demandes/demande;bordereau;cada_no;avis_cada;date_cada;lar_envoi;lar_reception
001;Damien Abad;damien-abad;H;Permanence parlementaire d'Oyonnax, 158 Rue Anatole-France, 01100 Oyonnax;;;demandes/demande-irfm-damien-abad.pdf;NONE;20173424;avis-cada/avis-cada-20173424.pdf;24 novembre 2017;07 juin 2017;
002;Laurence Abeille;laurence-abeille;F;Assemblée nationale, 126 Rue de l'université, 75355 Paris 07 SP;;;demandes/demande-irfm-laurence-abeille.pdf;preuves-envoi/preuve-envoi-laurence-abeille.jpg;20173423;avis-cada/avis-cada-20173423.pdf;24 novembre 2017;30 mai 2017;07 juin 2017
003;Ibrahim Aboubacar;ibrahim-aboubacar;H;Quartier Comojou, SADA, BP 105, 97640 Sada;;;demandes/demande-irfm-ibrahim-aboubacar.pdf;;20173422;avis-cada/avis-cada-20173422.pdf;24 novembre 2017;;
004;Élie Aboud;elie-aboud;H;Permanence parlementaire, 6 Avenue du 22 Août, 34500 Béziers;;;demandes/demande-irfm-elie-aboud.pdf;NONE;20173420;avis-cada/avis-cada-20173420.pdf;24 novembre 2017;29 mai 2017;02 juin 2017
005;Bernard Accoyer;bernard-accoyer;H;49 Avenue de Genève, 74000 Annecy;;;demandes/demande-irfm-bernard-accoyer.pdf;preuves-envoi/preuve-envoi-bernard-accoyer.jpg;20173421;avis-cada/avis-cada-20173421.pdf;24 novembre 2017;01 juin 2017;06 juin 2017
006;Patricia Adam;patricia-adam;F;Permanence, 43 D Rue Branda, BP 21041, 29210 Brest cedex 1;;;demandes/demande-irfm-patricia-adam.pdf;preuves-envoi/preuve-envoi-patricia-adam.pdf;20173419;avis-cada/avis-cada-20173419.pdf;24 novembre 2017;07 juin 2017;11 juin 2017
007;Sylviane Alaux;sylviane-alaux;F;Permanence parlementaire, 17 Avenue Gabriel Delaunay, Bâtiment Ederra, 64500 Ciboure;;;demandes/demande-irfm-sylviane-alaux.pdf;;20173418;avis-cada/avis-cada-20173418.pdf;24 novembre 2017;;
008;Éric Alauzet;eric-alauzet;H;Permanence parlementaire, 59 Rue de Belfort, 25000 Besançon;9 juin 2017;refus/refus-eric-alauzet.pdf;demandes/demande-irfm-eric-alauzet.pdf;;20173404;avis-cada/avis-cada-20173404.pdf;24 novembre 2017;;07 juin 2017
009;Yves Albarello;yves-albarello;H;Permanence parlementaire, 64 Rue Jean-Jaurès, 77410 Claye-Souilly;;;demandes/demande-irfm-yves-albarello.pdf;;20173417;avis-cada/avis-cada-20173417.pdf;24 novembre 2017;;
010;Jean-Pierre Allossery;jean-pierre-allossery;H;Permanence parlementaire, 2 Rue de Lille, 59190 Hazebrouck;;;demandes/demande-irfm-jean-pierre-allossery.pdf;;20173416;avis-cada/avis-cada-20173416.pdf;24 novembre 2017;;
011;Nicole Ameline;nicole-ameline;F;Permanence parlementaire, BP 20096, 14603 Honfleur cedex;;;demandes/demande-irfm-nicole-ameline.pdf;;20173411;avis-cada/avis-cada-20173411.pdf;24 novembre 2017;;
012;Pouria Amirshahi;pouria-amirshahi;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-pouria-amirshahi.pdf;;20173410;avis-cada/avis-cada-20173410.pdf;24 novembre 2017;;
013;François André;francois-andre;H;2 Avenue du Languedoc, 35000 Rennes;;;demandes/demande-irfm-francois-andre.pdf;NONE;20173409;avis-cada/avis-cada-20173409.pdf;24 novembre 2017;23 juin 2017;24 juin 2017
014;Sylvie Andrieux;sylvie-andrieux;F;Permanence parlementaire, 1 Place Albert Durand, Village de Sainte-Marthe, 13014 Marseille;;;demandes/demande-irfm-sylvie-andrieux.pdf;preuves-envoi/preuve-envoi-sylvie-andrieux.pdf;20173518;avis-cada/avis-cada-20173518.pdf;24 novembre 2017;09 juin 2017;28 juin 2017
015;Benoist Apparu;benoist-apparu;H;Permanence parlementaire, 25 Rue Prieur de la Marne, 51000 Châlons-en-Champagne;;;demandes/demande-irfm-benoist-apparu.pdf;NONE;20173613;avis-cada/avis-cada-20173613.pdf;24 novembre 2017;29 mai 2017;06 juin 2017
016;Nathalie Appéré;nathalie-appere;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-nathalie-appere.pdf;preuves-envoi/preuve-envoi-nathalie-appere.jpg;20173612;avis-cada/avis-cada-20173612.pdf;24 novembre 2017;31 mai 2017;22 juin 2017
017;Kader Arif;kader-arif;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-kader-arif.pdf;;20173611;avis-cada/avis-cada-20173611.pdf;24 novembre 2017;;
018;Laurence Arribagé;laurence-arribage;F;Permanence parlementaire, 16 Rue Fermat, 31000 Toulouse;;;demandes/demande-irfm-laurence-arribage.pdf;;20173610;avis-cada/avis-cada-20173610.pdf;24 novembre 2017;;
019;François Asensi;francois-asensi;H;18 Boulevard de l'Hôtel de Ville, 93290 Tremblay-en-France;;;demandes/demande-irfm-francois-asensi.pdf;;20173609;avis-cada/avis-cada-20173609.pdf;24 novembre 2017;;
020;Christian Assaf;christian-assaf;H;8 Allée Antonin Chauliac, 34080 Montpellier;;;demandes/demande-irfm-christian-assaf.pdf;preuves-envoi/preuve-envoi-christian-assaf.pdf;20173608;avis-cada/avis-cada-20173608.pdf;24 novembre 2017;06 juin 2017;09 juin 2017
021;Julien Aubert;julien-aubert;H;Permanence parlementaire, 36 Boulevard Albin Durand, BP 70045, 84202 Carpentras Cedex;17 mai 2017;refus/refus-julien-aubert.pdf;demandes/demande-irfm-julien-aubert.pdf;;20173883;avis-cada/avis-cada-20173883.pdf;23 novembre 2017;;
022;Olivier Audibert Troin;olivier-audibert-troin;H;Permanence parlementaire, 9 Avenue Lazare Carnot, 83300 Draguignan;;;demandes/demande-irfm-olivier-audibert-troin.pdf;;20173604;avis-cada/avis-cada-20173604.pdf;24 novembre 2017;;
023;Danielle Auroi;danielle-auroi;F;7 Rue Montlosier, 63000 Clermont Ferrand;;;demandes/demande-irfm-danielle-auroi.pdf;NONE;20173605;avis-cada/avis-cada-20173605.pdf;24 novembre 2017;11 juin 2017;15 juin 2017
024;Pierre Aylagas;pierre-aylagas;H;2 Boulevard Lafayette, 66400 Céret;;;demandes/demande-irfm-pierre-aylagas.pdf;;20173606;avis-cada/avis-cada-20173606.pdf;24 novembre 2017;;
025;Bruno Nestor Azerot;bruno-nestor-azerot;H;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP;;;demandes/demande-irfm-bruno-nestor-azerot.pdf;preuves-envoi/preuve-envoi-bruno-nestor-azerot.jpg;20173607;avis-cada/avis-cada-20173607.pdf;24 novembre 2017;27 mai 2017;
026;Alexis Bachelay;alexis-bachelay;H;Maison de la Circonscription, 9 Place Jean Grandel, 92230 Gennevilliers;;;demandes/demande-irfm-alexis-bachelay.pdf;NONE;20173621;avis-cada/avis-cada-20173621.pdf;24 novembre 2017;30 mai 2017;06 juin 2017
027;Guillaume Bachelay;guillaume-bachelay;H;Assemblée nationale, 126 Rue de l'Univeristé, 75355 Paris 07 SP;;;demandes/demande-irfm-guillaume-bachelay.pdf;;20173622;avis-cada/avis-cada-20173622.pdf;24 novembre 2017;;
028;Jean-Paul Bacquet;jean-paul-bacquet;H;Mairie, 63114 Coudes;;;demandes/demande-irfm-jean-paul-bacquet.pdf;;20173623;avis-cada/avis-cada-20173623.pdf;24 novembre 2017;;
029;Dominique Baert;dominique-baert;H;Hôtel de Ville, Place J. Delvainquière, 59150 Wattrelos;;;demandes/demande-irfm-dominique-baert.pdf;;20173624;avis-cada/avis-cada-20173624.pdf;24 novembre 2017;;
030;Guy Bailliart;guy-bailliart;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-guy-bailliart.pdf;NONE;20173625;avis-cada/avis-cada-20173625.pdf;24 novembre 2017;11 juin 2017;14 juin 2017
031;Patrick Balkany;patrick-balkany;H;Permanence, 18 Rue Charles et René Auffray, 92110 Clichy-la-Garenne;;;demandes/demande-irfm-patrick-balkany.pdf;preuves-envoi/preuve-envoi-patrick-balkany.jpg;20173626;avis-cada/avis-cada-20173626.pdf;24 novembre 2017;23 mai 2017;
032;Alain Ballay;alain-ballay;H;Permanence parlementaire, 36-38 Avenue Victor Hugo, 19000 Tulle;;;demandes/demande-irfm-alain-ballay.pdf;preuves-envoi/preuve-envoi-alain-ballay.jpg;20173627;avis-cada/avis-cada-20173627.pdf;24 novembre 2017;03 juin 2017;09 juin 2017
033;Gérard Bapt;gerard-bapt;H;5 Rue Pierrette Louin, Résidence L'Aiglon, 31200 Toulouse;;;demandes/demande-irfm-gerard-bapt.pdf;NONE;20173628;avis-cada/avis-cada-20173628.pdf;24 novembre 2017;30 mai 2017;06 juin 2017
034;Frédéric Barbier;frederic-barbier;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-frederic-barbier.pdf;NONE;20173629;avis-cada/avis-cada-20173629.pdf;24 novembre 2017;23 juin 2017;
035;Jean-Pierre Barbier;jean-pierre-barbier;H;6 Avenue Jean jaurès, 38260 La Côte Saint-André;;;demandes/demande-irfm-jean-pierre-barbier.pdf;;20173630;avis-cada/avis-cada-20173630.pdf;24 novembre 2017;;
036;Serge Bardy;serge-bardy;H;48 Rue Henri Hamelin, 49000 Angers;;;demandes/demande-irfm-serge-bardy.pdf;NONE;20173642;avis-cada/avis-cada-20173642.pdf;24 novembre 2017;25 mai 2017;06 juin 2017
037;Claude Bartolone;claude-bartolone;H;Permanence, 45 Avenue du Général Leclerc, 93500 Pantin;;;demandes/demande-irfm-claude-bartolone.pdf;preuves-envoi/preuve-envoi-claude-bartolone.jpg;20173643;avis-cada/avis-cada-20173643.pdf;24 novembre 2017;28 mai 2017;
038;Christian Bataille;christian-bataille;H;14 Rue Paul Vaillant Couturier, 59620 Aulnoye Aymeries;;;demandes/demande-irfm-christian-bataille.pdf;;20173644;avis-cada/avis-cada-20173644.pdf;24 novembre 2017;;
039;Delphine Batho;delphine-batho;F;Permanence parlementaire, 24 Rue Jean Jaurès, 79200 Parthenay;;;demandes/demande-irfm-delphine-batho.pdf;NONE;20173645;avis-cada/avis-cada-20173645.pdf;24 novembre 2017;22 juin 2017;14 juillet 2017
040;Marie-Noëlle Battistel;marie-noelle-battistel;F;Permanence, 9 Rue de la Poste, 38170 Seyssinet-Pariset;;;demandes/demande-irfm-marie-noelle-battistel.pdf;NONE;20173646;avis-cada/avis-cada-20173646.pdf;24 novembre 2017;01 juin 2017;11 juin 2017
041;Laurent Baumel;laurent-baumel;H;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP;;;demandes/demande-irfm-laurent-baumel.pdf;NONE;20173647;avis-cada/avis-cada-20173647.pdf;24 novembre 2017;30 mai 2017;16 juin 2017
042;Philippe Baumel;philippe-baumel;H;Permanence parlementaire, 1 Boulevard Henri-Paul Schneider, 71200 Le Creusot;;;demandes/demande-irfm-philippe-baumel.pdf;NONE;20173648;avis-cada/avis-cada-20173648.pdf;24 novembre 2017;01 juin 2017;15 juin 2017
043;Denis Baupin;denis-baupin;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-denis-baupin.pdf;NONE;20173649;avis-cada/avis-cada-20173649.pdf;24 novembre 2017;31 mai 2017;06 juin 2017
044;Nicolas Bays;nicolas-bays;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-nicolas-bays.pdf;;20173650;avis-cada/avis-cada-20173650.pdf;24 novembre 2017;;
045;Catherine Beaubatie;catherine-beaubatie;F;Permanence parlementaire, 3 Rue Haute de la Comédie, BP 15, 87001 Limoges Cedex;;;demandes/demande-irfm-catherine-beaubatie.pdf;preuves-envoi/preuve-envoi-catherine-beaubatie.pdf;20173651;avis-cada/avis-cada-20173651.pdf;24 novembre 2017;26 mai 2017;06 juin 2017
046;Marie-Françoise Bechtel;marie-francoise-bechtel;F;Permanence parlementaire, 1 Avenue du Général de Gaulle, 02200 Soissons;;;demandes/demande-irfm-marie-francoise-bechtel.pdf;;20173686;avis-cada/avis-cada-20173686.pdf;24 novembre 2017;;
047;Jean-Marie Beffara;jean-marie-beffara;H;Permanence parlementaire, 4 Rue des Douves, 37250 Montbazon;;;demandes/demande-irfm-jean-marie-beffara.pdf;NONE;20173687;avis-cada/avis-cada-20173687.pdf;24 novembre 2017;08 juin 2017;12 juin 2017
048;Huguette Bello;huguette-bello;F;19 Chaussée Royale, BP 69, 97862 Saint-Paul cedex;;;demandes/demande-irfm-huguette-bello.pdf;preuves-envoi/preuve-envoi-huguette-bello.pdf;20173688;avis-cada/avis-cada-20173688.pdf;24 novembre 2017;16 juin 2017;28 juillet 2017
049;Luc Belot;luc-belot;H;Permanence parlementaire, 15 Rue Voltaire, 49100 Angers;;;demandes/demande-irfm-luc-belot.pdf;;20173690;avis-cada/avis-cada-20173690.pdf;24 novembre 2017;;
050;Jacques Alain Bénisti;jacques-alain-benisti;H;Permanence parlementaire, 29 Rue du Général de Gaulle, 94430 Chennevières-sur-Marne;;;demandes/demande-irfm-jacques-alain-benisti.pdf;NONE;20173689;avis-cada/avis-cada-20173689.pdf;24 novembre 2017;01 juin 2017;
051;Thierry Benoit;thierry-benoit;H;1 Bis Boulevard Leclerc, 35300 Fougères;;;demandes/demande-irfm-thierry-benoit.pdf;preuves-envoi/preuve-envoi-thierry-benoit.pdf;20173692;avis-cada/avis-cada-20173692.pdf;24 novembre 2017;31 mai 2017;06 juin 2017
052;Karine Berger;karine-berger;F;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP;;;demandes/demande-irfm-karine-berger.pdf;;20173691;avis-cada/avis-cada-20173691.pdf;24 novembre 2017;;
053;Sylvain Berrios;sylvain-berrios;H;Permanence parlementaire, 6/8 Rue Maurice Lauzière, 94100 Saint-Maur-des-Fossés;;;demandes/demande-irfm-sylvain-berrios.pdf;;20173693;avis-cada/avis-cada-20173693.pdf;24 novembre 2017;;
054;Chantal Berthelot;chantal-berthelot;F;Permanence parlementaire, 2 Rue des Aïmaras, B.P. 199, 97375 Kourou Cedex;;;demandes/demande-irfm-chantal-berthelot.pdf;;20173694;avis-cada/avis-cada-20173694.pdf;24 novembre 2017;;
055;Véronique Besse;veronique-besse;F;2 Bis Rue du Tourniquet, 85500 Les Herbiers;;;demandes/demande-irfm-veronique-besse.pdf;NONE;20173695;avis-cada/avis-cada-20173695.pdf;24 novembre 2017;07 juin 2017;28 juin 2017
056;Gisèle Biémouret;gisele-biemouret;F;Permanence, 28 Avenue Grünberg, 32100 Condom;;;demandes/demande-irfm-gisele-biemouret.pdf;NONE;20173696;avis-cada/avis-cada-20173696.pdf;24 novembre 2017;22 juin 2017;24 juin 2017
057;Philippe Bies;philippe-bies;H;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP;;;demandes/demande-irfm-philippe-bies.pdf;preuves-envoi/preuve-envoi-philippe-bies.pdf;20173697;avis-cada/avis-cada-20173697.pdf;24 novembre 2017;26 mai 2017;06 juin 2017
058;Erwann Binet;erwann-binet;H;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP;;;demandes/demande-irfm-erwann-binet.pdf;NONE;20173698;avis-cada/avis-cada-20173698.pdf;24 novembre 2017;09 juin 2017;28 juin 2017
059;Jean-Pierre Blazy;jean-pierre-blazy;H;Hôtel de Ville, 66 Rue de Paris, 95500 Gonesse;;;demandes/demande-irfm-jean-pierre-blazy.pdf;;20173699;avis-cada/avis-cada-20173699.pdf;24 novembre 2017;;
060;Yves Blein;yves-blein;H;Permanence parlementaire, 2 Rue du Château, 69200 Venissieux;;;demandes/demande-irfm-yves-blein.pdf;NONE;20173701;avis-cada/avis-cada-20173701.pdf;24 novembre 2017;22 juin 2017;30 juin 2017
061;Patrick Bloche;patrick-bloche;H;7 Rue François de Neufchâteau, 75011 Paris;;;demandes/demande-irfm-patrick-bloche.pdf;NONE;20173702;avis-cada/avis-cada-20173702.pdf;24 novembre 2017;31 mai 2017;22 juin 2017
062;Alain Bocquet;alain-bocquet;H;4 Rue Jean Jaurès, 59860 Bruay-sur-Escaut;;;demandes/demande-irfm-alain-bocquet.pdf;;20173700;avis-cada/avis-cada-20173700.pdf;24 novembre 2017;;
063;Daniel Boisserie;daniel-boisserie;H;Mairie, 87500 Saint-Yrieix-la-Perche;;;demandes/demande-irfm-daniel-boisserie.pdf;preuves-envoi/preuve-envoi-daniel-boisserie.pdf;20173703;avis-cada/avis-cada-20173703.pdf;24 novembre 2017;26 mai 2017;29 mai 2017
064;Jacques Bompard;jacques-bompard;H;La Blissone, Clos Cavalier, Orange, 84100 ;;;demandes/demande-irfm-jacques-bompard.pdf;preuves-envoi/preuve-envoi-jacques-bompard.jpg;20173704;avis-cada/avis-cada-20173704.pdf;24 novembre 2017;26 mai 2017;06 juin 2017
065;Michèle Bonneton;michele-bonneton;F;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP;;;demandes/demande-irfm-michele-bonneton.pdf;;20173705;avis-cada/avis-cada-20173705.pdf;24 novembre 2017;;
066;Marcel Bonnot;marcel-bonnot;H;Permanence, 1 Rue de la Schliffe, BP 67361, 25207 Montbéliard cedex;;;demandes/demande-irfm-marcel-bonnot.pdf;preuves-envoi/preuve-envoi-marcel-bonnot.pdf;20173708;avis-cada/avis-cada-20173708.pdf;24 novembre 2017;31 mai 2017;06 juin 2017
067;Christophe Borgel;christophe-borgel;H;Permanence parlementaire, 16 Bis Avenue de l'URSS, 31400 Toulouse;;;demandes/demande-irfm-christophe-borgel.pdf;;20173709;avis-cada/avis-cada-20173709.pdf;24 novembre 2017;;
068;Jean-Claude Bouchet;jean-claude-bouchet;H;33, Cours Sadi-Carnot, BP 70044, 84302 Cavaillon cedex;;;demandes/demande-irfm-jean-claude-bouchet.pdf;NONE;20173710;avis-cada/avis-cada-20173710.pdf;24 novembre 2017;22 juin 2017;21 juillet 2017
069;Florent Boudié;florent-boudie;H;Permanence parlementaire, 57 Cours Tourny, 33500 Libourne;;;demandes/demande-irfm-florent-boudie.pdf;NONE;20173727;avis-cada/avis-cada-20173727.pdf;24 novembre 2017;22 juin 2017;28 juin 2017
070;Marie-Odile Bouillé;marie-odile-bouille;F;Permanence parlementaire, 30 Rue de Bois Savary, BP 50132, 44603 Saint-Nazaire Cedex;;;demandes/demande-irfm-marie-odile-bouille.pdf;;20173711;avis-cada/avis-cada-20173711.pdf;24 novembre 2017;;
071;Christophe Bouillon;christophe-bouillon;H;Permanence parlementaire, 51 Rue Louis Leseigneur, 76360 Barentin;;;demandes/demande-irfm-christophe-bouillon.pdf;NONE;20173712;avis-cada/avis-cada-20173712.pdf;24 novembre 2017;22 juin 2017;24 juin 2017
072;Gilles Bourdouleix;gilles-bourdouleix;H;Permanence parlementaire, 7 Rue Travot, 49300 Cholet;;;demandes/demande-irfm-gilles-bourdouleix.pdf;;20173713;avis-cada/avis-cada-20173713.pdf;24 novembre 2017;;
073;Brigitte Bourguignon;brigitte-bourguignon;F;1 Rue Minguet, BP 23, 62240 Desvres;;;demandes/demande-irfm-brigitte-bourguignon.pdf;NONE;20173714;avis-cada/avis-cada-20173714.pdf;24 novembre 2017;22 juin 2017;21 juillet 2017
074;Malek Boutih;malek-boutih;H;4 Rue Émile Kahn, 91700 Sainte-Geneviève-des-Bois;;;demandes/demande-irfm-malek-boutih.pdf;;20173715;avis-cada/avis-cada-20173715.pdf;24 novembre 2017;;
075;Kheira Bouziane-Laroussi;kheira-bouziane-laroussi;F;4 Avenue du Parc, 21800 Quetigny;;;demandes/demande-irfm-kheira-bouziane-laroussi.pdf;;20173716;avis-cada/avis-cada-20173716.pdf;24 novembre 2017;;
076;Valérie Boyer;valerie-boyer;F;50 Avenue des Caillols, 13012 Marseille;;;demandes/demande-irfm-valerie-boyer.pdf;NONE;20173717;avis-cada/avis-cada-20173717.pdf;24 novembre 2017;22 juin 2017;03 juillet 2017
077;Emeric Bréhier;emeric-brehier;H;Permanence parlementaire, 2 Rue Berteaux, 77500 Chelles;;;demandes/demande-irfm-emeric-brehier.pdf;;20173718;avis-cada/avis-cada-20173718.pdf;24 novembre 2017;;
078;Marine Brenier;marine-brenier;F;Permanence parlementaire, 211 Avenue de la Californie, 06200 Nice;;;demandes/demande-irfm-marine-brenier.pdf;preuves-envoi/preuve-envoi-marine-brenier.jpg;20173719;avis-cada/avis-cada-20173719.pdf;24 novembre 2017;26 mai 2017;06 juin 2017
079;Xavier Breton;xavier-breton;H;27 Rue du Docteur Hudellet, 01000 Bourg-en-Bresse;;;demandes/demande-irfm-xavier-breton.pdf;NONE;20173720;avis-cada/avis-cada-20173720.pdf;24 novembre 2017;23 mai 2017;06 juin 2017
080;Philippe Briand;philippe-briand;H;Hôtel de Ville, BP 139, 37541 Saint-Cyr cedex;;;demandes/demande-irfm-philippe-briand.pdf;NONE;20173721;avis-cada/avis-cada-20173721.pdf;24 novembre 2017;24 mai 2017;06 juin 2017
081;Jean-Louis Bricout;jean-louis-bricout;H;Permanence parlementaire, 9 Rue de la République, 02140 Vervins;;;demandes/demande-irfm-jean-louis-bricout.pdf;NONE;20173722;avis-cada/avis-cada-20173722.pdf;24 novembre 2017;22 juin 2017;
082;Jean-Jacques Bridey;jean-jacques-bridey;H;Hôtel de Ville, 94260 Fresnes;;;demandes/demande-irfm-jean-jacques-bridey.pdf;;20173723;avis-cada/avis-cada-20173723.pdf;24 novembre 2017;;
083;Bernard Brochand;bernard-brochand;H;Permanence parlementaire, 5 Rue Louis Blanc, 06400 Cannes;;;demandes/demande-irfm-bernard-brochand.pdf;NONE;20173724;avis-cada/avis-cada-20173724.pdf;24 novembre 2017;22 juin 2017;30 juin 2017
084;Isabelle Bruneau;isabelle-bruneau;F;Permanence parlementaire, 4 Place du marché aux légumes, BP 27, 36102 Issoudun Cedex;;;demandes/demande-irfm-isabelle-bruneau.pdf;;20173725;avis-cada/avis-cada-20173725.pdf;24 novembre 2017;;
085;Marie-George Buffet;marie-george-buffet;F;2 Rue Carnot, 93240 Stains;;;demandes/demande-irfm-marie-george-buffet.pdf;NONE;20173726;avis-cada/avis-cada-20173726.pdf;24 novembre 2017;22 juin 2017;
086;Sabine Buis;sabine-buis;F;26 Rue Jean Mermoz, Résidence Osiris, 07200 Aubenas;;;demandes/demande-irfm-sabine-buis.pdf;NONE;20173519;avis-cada/avis-cada-20173519.pdf;29 décembre 2017;08 juin 2017;28 juin 2017
087;Jean-Claude Buisine;jean-claude-buisine;H;Permanence parlementaire, 13 Rue du Général Sarrail, 80210 Feuquières-en-Vimeu;;;demandes/demande-irfm-jean-claude-buisine.pdf;;20173533;avis-cada/avis-cada-20173533.pdf;29 décembre 2017;;
088;Sylviane Bulteau;sylviane-bulteau;F;Permanence parlementaire, BP 60371, 85009 La Roche-sur-Yon Cedex;;;demandes/demande-irfm-sylviane-bulteau.pdf;preuves-envoi/preuve-envoi-sylviane-bulteau.jpg;20173534;avis-cada/avis-cada-20173534.pdf;29 décembre 2017;16 juin 2017;14 juillet 2017
089;Vincent Burroni;vincent-burroni;H;Permanence parlementaire (courrier), BP 10, 13161 Châteauneuf-les-Martigues Cedex;;;demandes/demande-irfm-vincent-burroni.pdf;;20173535;avis-cada/avis-cada-20173535.pdf;29 décembre 2017;;
090;Dominique Bussereau;dominique-bussereau;H;Conseil général de Charente-Maritime, 88 Boulevard de la République, 17000 La Rochelle;;;demandes/demande-irfm-dominique-bussereau.pdf;;20173536;avis-cada/avis-cada-20173536.pdf;29 décembre 2017;;
091;Alain Calmette;alain-calmette;H;Permanence parlementaire, 8 Boulevard du Pont Rouge, 15000 Aurillac;;;demandes/demande-irfm-alain-calmette.pdf;;20173537;avis-cada/avis-cada-20173537.pdf;29 décembre 2017;;
092;Jean-Christophe Cambadélis;jean-christophe-cambadelis;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-jean-christophe-cambadelis.pdf;preuves-envoi/preuve-envoi-jean-christophe-cambadelis.pdf;20173538;avis-cada/avis-cada-20173538.pdf;29 décembre 2017;27 mai 2017;06 juin 2017
093;Jean-Jacques Candelier;jean-jacques-candelier;H;Permanence, Place Victor Brachelet, 59490 Somain;;;demandes/demande-irfm-jean-jacques-candelier.pdf;;20173539;avis-cada/avis-cada-20173539.pdf;29 décembre 2017;;
094;Colette Capdevielle;colette-capdevielle;F;Permanence parlementaire, 5 Allées Marines, Résidence Allées marines - Porte 7, 64100 Bayonne;;;demandes/demande-irfm-colette-capdevielle.pdf;;20173540;avis-cada/avis-cada-20173540.pdf;29 décembre 2017;;
095;Yann Capet;yann-capet;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;23 mai 2017;refus/refus-yann-capet.pdf;demandes/demande-irfm-yann-capet.pdf;;20173395;avis-cada/avis-cada-20173395.pdf;24 novembre 2017;;
096;Christophe Caresche;christophe-caresche;H;Permanence parlementaire, 76 Bis Rue Duhesme, 75018 Paris;;;demandes/demande-irfm-christophe-caresche.pdf;NONE;20173541;avis-cada/avis-cada-20173541.pdf;29 décembre 2017;31 mai 2017;
097;Marie-Arlette Carlotti;marie-arlette-carlotti;F;Permanence parlementaire, 83 Boulevard Chave, 13005 Marseille;;;demandes/demande-irfm-marie-arlette-carlotti.pdf;;20173542;avis-cada/avis-cada-20173542.pdf;29 décembre 2017;;
098;Jean-Noël Carpentier;jean-noel-carpentier;H;4 Rue de la Croix blanche, 95370 Montigny-les-Cormeilles;;;demandes/demande-irfm-jean-noel-carpentier.pdf;;20173543;avis-cada/avis-cada-20173543.pdf;29 décembre 2017;;
099;Olivier Carré;olivier-carre;H;Hôtel de Vill, 1 Place de l'Étape, 45000 Orléans;;;demandes/demande-irfm-olivier-carre.pdf;preuves-envoi/preuve-envoi-olivier-carre.png;20173544;avis-cada/avis-cada-20173544.pdf;29 décembre 2017;04 juin 2017;13 juin 2017
100;Gilles Carrez;gilles-carrez;H;Hôtel de Ville, Place de la Libération, 94170 Le Perreux-sur-Marne;;;demandes/demande-irfm-gilles-carrez.pdf;preuves-envoi/preuve-envoi-gilles-carrez.jpg;20173545;avis-cada/avis-cada-20173545.pdf;29 décembre 2017;01 juin 2017;07 juin 2017
101;Martine Carrillon-Couvreur;martine-carrillon-couvreur;F;1 Bis Avenue Saint Just, BP 70217, 58002 Nevers Cedex;;;demandes/demande-irfm-martine-carrillon-couvreur.pdf;;20173546;avis-cada/avis-cada-20173546.pdf;29 décembre 2017;;
102;Patrice Carvalho;patrice-carvalho;H;Mairie, Rue Jean Jaurès, 60150 Thourotte;;;demandes/demande-irfm-patrice-carvalho.pdf;;20173547;avis-cada/avis-cada-20173547.pdf;29 décembre 2017;;
103;Christophe Castaner;christophe-castaner;H;Permanence parlementaire, 39 Rue Grande, 04100 Manosque;;;demandes/demande-irfm-christophe-castaner.pdf;NONE;20173548;avis-cada/avis-cada-20173548.pdf;29 décembre 2017;09 juin 2017;
104;Laurent Cathala;laurent-cathala;H;Hôtel de Ville, 94000 Créteil;;;demandes/demande-irfm-laurent-cathala.pdf;;20173549;avis-cada/avis-cada-20173549.pdf;03 janvier 2018;;
105;Jean-Yves Caullet;jean-yves-caullet;H;Permanence parlementaire, 7 Rue Tour du Magasin, BP71, 89202 Avallon Cedex;8 juin 2017;refus/refus-jean-yves-caullet.pdf;demandes/demande-irfm-jean-yves-caullet.pdf;preuves-envoi/preuve-envoi-jean-yves-caullet.jpg;20173403;avis-cada/avis-cada-20173403.pdf;24 novembre 2017;06 juin 2017;09 juin 2017
