num;nom;slug;sexe;adresse;date_refus;doc_refus;demandes/demande;bordereau;cada_no;avis_cada;date_cada;lar_envoi;lar_reception
106;Christophe Cavard;christophe-cavard;H;Permanence parlementaire, 9 Rue de l'Écluse, 30000 Nîmes;;;demandes/demande-irfm-christophe-cavard.pdf;NONE;20173550;avis-cada/avis-cada-20173550.pdf;03 janvier 2018;01 juin 2017;07 juin 2017
107;Yves Censi;yves-censi;H;5 Boulevard de la République, 12000 Rodez;;;demandes/demande-irfm-yves-censi.pdf;;20173551;avis-cada/avis-cada-20173551.pdf;03 janvier 2018;;
108;Nathalie Chabanne;nathalie-chabanne;F;14 Rue Jean-Jacques de Monaix, 64000 Pau;;;demandes/demande-irfm-nathalie-chabanne.pdf;;20173552;avis-cada/avis-cada-20173552.pdf;03 janvier 2018;;
109;Ary Chalus;ary-chalus;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-ary-chalus.pdf;;20174114;avis-cada/avis-cada-20174114.pdf;03 janvier 2018;;
110;Guy Chambefort;guy-chambefort;H;Permanence, 23 Place Jules Ferry, 03400 Yzeure;;;demandes/demande-irfm-guy-chambefort.pdf;;20173460;avis-cada/avis-cada-20173460.pdf;29 décembre 2017;;
111;Jean-Paul Chanteguet;jean-paul-chanteguet;H;Permanence parlementaire, 6 Bis Rue Saint-Luc, 36000 Châteauroux;;;demandes/demande-irfm-jean-paul-chanteguet.pdf;preuves-envoi/preuve-envoi-jean-paul-chanteguet.pdf;20173461;avis-cada/avis-cada-20173461.pdf;29 décembre 2017;25 mai 2017;06 juin 2017
112;Marie-Anne Chapdelaine;marie-anne-chapdelaine;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-marie-anne-chapdelaine.pdf;NONE;20174687;avis-cada/avis-cada-20174687.pdf;03 janvier 2018;23 mai 2017;06 juin 2017
113;Gérard Charasse;gerard-charasse;H;Permanence parlementaire, 72 Rue de Paris, 03200 Vichy;;;demandes/demande-irfm-gerard-charasse.pdf;;20173463;avis-cada/avis-cada-20173463.pdf;29 décembre 2017;;
114;Gaby Charroux;gaby-charroux;H;Hôtel de Ville, BP 60101, 13692 Martigues Cedex;;;demandes/demande-irfm-gaby-charroux.pdf;;20174118;avis-cada/avis-cada-20174118.pdf;03 janvier 2018;;
115;Jérôme Chartier;jerome-chartier;H;47 Rue de la Mairie, 95330 Domont;;;demandes/demande-irfm-jerome-chartier.pdf;;20173476;avis-cada/avis-cada-20173476.pdf;29 décembre 2017;;
116;André Chassaigne;andre-chassaigne;H;4 Place Jean-Antoine Pourtier, 63890 Saint-Amant-Roche-Savine;;;demandes/demande-irfm-andre-chassaigne.pdf;preuves-envoi/preuve-envoi-andre-chassaigne.jpg;20174688;avis-cada/avis-cada-20174688.pdf;03 janvier 2018;26 mai 2017;06 juin 2017
117;Luc Chatel;luc-chatel;H;6 Rue Bouchardon, BP 192, 52006 Chaumont cedex;;;demandes/demande-irfm-luc-chatel.pdf;NONE;20173559;avis-cada/avis-cada-20173559.pdf;03 janvier 2018;26 mai 2017;06 juin 2017
118;Guy-Michel Chauveau;guy-michel-chauveau;H;16 Boulevard d'Alger, BP 70128, 72205 La Flèche cedex;;;demandes/demande-irfm-guy-michel-chauveau.pdf;;20173560;avis-cada/avis-cada-20173560.pdf;03 janvier 2018;;
119;Dominique Chauvel;dominique-chauvel;F;Hôtel du département, Quai Jean Moulin, 76100 Rouen Cedex;;;demandes/demande-irfm-dominique-chauvel.pdf;;20173561;avis-cada/avis-cada-20173561.pdf;03 janvier 2018;;
120;Pascal Cherki;pascal-cherki;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris;;;demandes/demande-irfm-pascal-cherki.pdf;NONE;20173562;avis-cada/avis-cada-20173562.pdf;03 janvier 2018;25 mai 2017;06 juin 2017
121;Gérard Cherpion;gerard-cherpion;H;Permanence, 47 Rue de la Bolle, 88100 Saint-Dié-des-Vosges;;;demandes/demande-irfm-gerard-cherpion.pdf;;20173563;avis-cada/avis-cada-20173563.pdf;03 janvier 2018;;
122;Guillaume Chevrollier;guillaume-chevrollier;H;Permanence parlementaire, 35 Rue Alexandre Fournier, 53200 Château Gontier - Bazouges;;;demandes/demande-irfm-guillaume-chevrollier.pdf;;20173564;avis-cada/avis-cada-20173564.pdf;03 janvier 2018;;
123;Alain Chrétien;alain-chretien;H;20 Place Pierre Renet, 70000 Vesoul;;;demandes/demande-irfm-alain-chretien.pdf;;20174689;avis-cada/avis-cada-20174689.pdf;03 janvier 2018;;
124;Jean-Louis Christ;jean-louis-christ;H;Permanence parlementaire, 10 Grand'Rue, 68230 Turckheim;;;demandes/demande-irfm-jean-louis-christ.pdf;;20173565;avis-cada/avis-cada-20173565.pdf;03 janvier 2018;;
125;Dino Cinieri;dino-cinieri;H;3 Avenue Grégoire Chapoton, 42170 Saint Just Saint Rambert;;;demandes/demande-irfm-dino-cinieri.pdf;NONE;20174690;avis-cada/avis-cada-20174690.pdf;03 janvier 2018;22 juin 2017;24 juin 2017
126;Jean-David Ciot;jean-david-ciot;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07;;;demandes/demande-irfm-jean-david-ciot.pdf;preuves-envoi/preuve-envoi-jean-david-ciot.jpg;20173566;avis-cada/avis-cada-20173566.pdf;03 janvier 2018;29 mai 2017;15 juin 2017
127;Éric Ciotti;eric-ciotti;H;Permanence parlementaire, 15 Quai des Deux Emmanuel, 06300 Nice;;;demandes/demande-irfm-eric-ciotti.pdf;preuves-envoi/preuve-envoi-eric-ciotti.jpg;20174117;avis-cada/avis-cada-20174117.pdf;03 janvier 2018;26 mai 2017;06 juin 2017
128;Alain Claeys;alain-claeys;H;Hôtel de ville, 86021 Poitiers Cedex;;;demandes/demande-irfm-alain-claeys.pdf;;20173567;avis-cada/avis-cada-20173567.pdf;03 janvier 2018;;
129;Stéphane Claireaux;stephane-claireaux;H;Permanence parlementaire, 7 Rue René Autin, 97500 Saint-Pierre-et-Miquelon;;;demandes/demande-irfm-stephane-claireaux.pdf;;20173568;avis-cada/avis-cada-20173568.pdf;03 janvier 2018;;
130;Jean-Michel Clément;jean-michel-clement;H;Permanence, Place du Champ de Foire, BP 25, 86160 Gençay;;;demandes/demande-irfm-jean-michel-clement.pdf;NONE;20174691;avis-cada/avis-cada-20174691.pdf;03 janvier 2018;22 juin 2017;
131;Marie-Françoise Clergeau;marie-francoise-clergeau;F;11 Quai Turenne, 44000 Nantes;;;demandes/demande-irfm-marie-francoise-clergeau.pdf;;20173569;avis-cada/avis-cada-20173569.pdf;03 janvier 2018;;
132;Philippe Cochet;philippe-cochet;H;Permanence, 13 Rue Jean Moulin, BP 101, 69300 Caluire-et-Cuire;;;demandes/demande-irfm-philippe-cochet.pdf;preuves-envoi/preuve-envoi-philippe-cochet.jpg;20173570;avis-cada/avis-cada-20173570.pdf;03 janvier 2018;24 mai 2017;06 juin 2017
133;Romain Colas;romain-colas;H;Permanence parlementaire, 59 Rue Pierre Brossolette, 91130 Ris-Orangis;;;demandes/demande-irfm-romain-colas.pdf;;20173571;avis-cada/avis-cada-20173571.pdf;03 janvier 2018;;
134;Gilbert Collard;gilbert-collard;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-gilbert-collard.pdf;NONE;20173572;avis-cada/avis-cada-20173572.pdf;03 janvier 2018;30 mai 2017;27 juin 2017
135;David Comet;david-comet;H;Permanence parlementaire, 7 Place de l'Hôtel de ville, 16160 Gond-Pontouvre;;;demandes/demande-irfm-david-comet.pdf;preuves-envoi/preuve-envoi-david-comet.pdf;20173573;avis-cada/avis-cada-20173573.pdf;03 janvier 2018;26 mai 2017;06 juin 2017
136;Jean-François Copé;jean-francois-cope;H;Hôtel de Ville, 2 Place de l'Hôtel de Ville, 77100 Meaux;;;demandes/demande-irfm-jean-francois-cope.pdf;preuves-envoi/preuve-envoi-jean-francois-cope.jpg;20173574;avis-cada/avis-cada-20173574.pdf;03 janvier 2018;23 mai 2017;06 juin 2017
137;Philip Cordery;philip-cordery;H;Clos du Parnasse 3G, 1050 Bruxelles;;;demandes/demande-irfm-philip-cordery.pdf;;20173587;avis-cada/avis-cada-20173587.pdf;03 janvier 2018;;
138;François Cornut-Gentille;francois-cornut-gentille;H;Permanence, 15 Rue du Docteur Desprès, 52100 Saint-Dizier;;;demandes/demande-irfm-francois-cornut-gentille.pdf;NONE;20173588;avis-cada/avis-cada-20173588.pdf;03 janvier 2018;22 juin 2017;24 juin 2017
139;Sergio Coronado;sergio-coronado;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-sergio-coronado.pdf;NONE;20174692;avis-cada/avis-cada-20174692.pdf;03 janvier 2018;26 mai 2017;06 juin 2017
140;Valérie Corre;valerie-corre;F;Permanence parlementaire, 17 Ter Rue Croix de Malte, 45000 Orléans;;;demandes/demande-irfm-valerie-corre.pdf;;20173575;avis-cada/avis-cada-20173575.pdf;03 janvier 2018;;
141;Jean-Louis Costes;jean-louis-costes;H;Permanence parlementaire, 73 Avenue du Maréchal Leclerc, 47300 Villeneuve-sur-Lot;;;demandes/demande-irfm-jean-louis-costes.pdf;;20173576;avis-cada/avis-cada-20173576.pdf;03 janvier 2018;;
142;Jean-Jacques Cottel;jean-jacques-cottel;H;Permanence parlementaire, 22 Route Nationale, 62450 Beaulencourt;;;demandes/demande-irfm-jean-jacques-cottel.pdf;;20174693;avis-cada/avis-cada-20174693.pdf;03 janvier 2018;;
143;Charles de Courson;charles-de-courson;H;38 Rue de la Petite-Sainte, 51300 Vitry-le-François;29 mai 2017;refus/refus-charles-de-courson.pdf;demandes/demande-irfm-charles-de-courson.pdf;NONE;20173400;avis-cada/avis-cada-20173400.pdf;24 novembre 2017;22 juin 2017;
144;Édouard Courtial;edouard-courtial;H;45 Rue du Pont de Pierre, 60600 Clermont;;;demandes/demande-irfm-edouard-courtial.pdf;NONE;20174694;avis-cada/avis-cada-20174694.pdf;03 janvier 2018;15 juin 2017;21 juin 2017
145;Catherine Coutelle;catherine-coutelle;F;11 Place de France, 86000 Poitiers;;;demandes/demande-irfm-catherine-coutelle.pdf;;20173577;avis-cada/avis-cada-20173577.pdf;03 janvier 2018;;
146;Jean-Michel Couve;jean-michel-couve;H;Permanence parlementaire, Résidence du Port, Appartement 51, 83990 Saint-Tropez;;;demandes/demande-irfm-jean-michel-couve.pdf;NONE;20173578;avis-cada/avis-cada-20173578.pdf;03 janvier 2018;29 juillet 2017;
147;Jacques Cresta;jacques-cresta;H;Permanence parlementaire, BP 10438, 66334 Cabestany Cedex;;;demandes/demande-irfm-jacques-cresta.pdf;;20173579;avis-cada/avis-cada-20173579.pdf;03 janvier 2018;;
148;Pascale Crozon;pascale-crozon;F;Permanence parlementaire, 25 Rue Paul Verlaine, 69100 Villeurbanne;;;demandes/demande-irfm-pascale-crozon.pdf;preuves-envoi/preuve-envoi-pascale-crozon.png;20174116;avis-cada/avis-cada-20174116.pdf;03 janvier 2018;26 mai 2017;06 juin 2017
149;Frédéric Cuvillier;frederic-cuvillier;H;Permanence parlementaire, 69 Rue Carnot, 62480 Le Portel;;;demandes/demande-irfm-frederic-cuvillier.pdf;;20173580;avis-cada/avis-cada-20173580.pdf;03 janvier 2018;;
150;Seybah Dagoma;seybah-dagoma;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-seybah-dagoma.pdf;preuves-envoi/preuve-envoi-seybah-dagoma.jpg;20174696;avis-cada/avis-cada-20174696.pdf;19 décembre 2017;23 mai 2017;06 juin 2017
151;Marie-Christine Dalloz;marie-christine-dalloz;F;63 Rue du Collège, 39200 Saint-Claude;;;demandes/demande-irfm-marie-christine-dalloz.pdf;NONE;20173581;avis-cada/avis-cada-20173581.pdf;03 janvier 2018;22 juin 2017;24 juin 2017
152;Karine Daniel;karine-daniel;F;Permanence parlementaire, 47 Place de Preux, BP 50351, 44816 Saint-Herblain Cedex;24 mai 2017;refus/refus-karine-daniel.pdf;demandes/demande-irfm-karine-daniel.pdf;;20173396;avis-cada/avis-cada-20173396.pdf;24 novembre 2017;;
153;Yves Daniel;yves-daniel;H;Permanence parlementaire, 4 Allée des Lilas, BP 17, 44170 Nozay;;;demandes/demande-irfm-yves-daniel.pdf;;20173582;avis-cada/avis-cada-20173582.pdf;03 janvier 2018;;24 juin 2017
154;Carlos Da Silva;carlos-da-silva;H;35 Bis Rue Féray, 91100 Corbeil-Essonnes;;;demandes/demande-irfm-carlos-da-silva.pdf;;20174695;avis-cada/avis-cada-20174695.pdf;19 décembre 2017;;
155;Olivier Dassault;olivier-dassault;H;Permanence, 11 Bis Boulevard Amyot-d'Inville, 60000 Beauvais;;;demandes/demande-irfm-olivier-dassault.pdf;;20173583;avis-cada/avis-cada-20173583.pdf;03 janvier 2018;;
156;Marc-Philippe Daubresse;marc-philippe-daubresse;H;11 Bis Place des frères Thomas, 59130 Lambersart;;;demandes/demande-irfm-marc-philippe-daubresse.pdf;;20173584;avis-cada/avis-cada-20173584.pdf;03 janvier 2018;;
157;Bernard Debré;bernard-debre;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-bernard-debre.pdf;NONE;20174697;avis-cada/avis-cada-20174697.pdf;19 décembre 2017;31 mai 2017;06 juin 2017
158;Jean-Pierre Decool;jean-pierre-decool;H;Permanence, 11 Place du Marché-aux-Fruits, 59630 Bourbourg;;;demandes/demande-irfm-jean-pierre-decool.pdf;;20173585;avis-cada/avis-cada-20173585.pdf;03 janvier 2018;;
159;Bernard Deflesselles;bernard-deflesselles;H;4 Rue Chaulan, 13400 Aubagne;;;demandes/demande-irfm-bernard-deflesselles.pdf;;20174698;avis-cada/avis-cada-20174698.pdf;19 décembre 2017;;
160;Laurent Degallaix;laurent-degallaix;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-laurent-degallaix.pdf;;20173586;avis-cada/avis-cada-20173586.pdf;03 janvier 2018;;
161;Lucien Degauchy;lucien-degauchy;H;Rue d'Angoulême, 60350 Courtieux;;;demandes/demande-irfm-lucien-degauchy.pdf;;20173753;avis-cada/avis-cada-20173753.pdf;03 janvier 2018;;
162;Pascal Deguilhem;pascal-deguilhem;H;Permanence parlementaire, 7 Bis Place de la Cité, 24000 Périgueux;;;demandes/demande-irfm-pascal-deguilhem.pdf;;20173754;avis-cada/avis-cada-20173754.pdf;03 janvier 2018;;
163;Rémi Delatte;remi-delatte;H;Permanence, 14 Avenue Maréchal Lyautey, 21000 Dijon;;;demandes/demande-irfm-remi-delatte.pdf;;20174699;avis-cada/avis-cada-20174699.pdf;19 décembre 2017;;
164;Florence Delaunay;florence-delaunay;F;Permanence parlementaire, 11 Rue Sadi-Carnot, 40000 Mont-de-Marsan;;;demandes/demande-irfm-florence-delaunay.pdf;;20173755;avis-cada/avis-cada-20173755.pdf;03 janvier 2018;;
165;Michèle Delaunay;michele-delaunay;F;Permanence parlementaire, 20 Rue Saint Laurent, 33000 Bordeaux;;;demandes/demande-irfm-michele-delaunay.pdf;;20173756;avis-cada/avis-cada-20173756.pdf;03 janvier 2018;;
166;Guy Delcourt;guy-delcourt;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-guy-delcourt.pdf;;20173757;avis-cada/avis-cada-20173757.pdf;03 janvier 2018;;
167;Carole Delga;carole-delga;F;Place Jean-Jaurès, 31800 Saint-Gaudens;;;demandes/demande-irfm-carole-delga.pdf;;20173758;avis-cada/avis-cada-20173758.pdf;03 janvier 2018;;
168;Jacques Dellerie;jacques-dellerie;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-jacques-dellerie.pdf;;20173759;avis-cada/avis-cada-20173759.pdf;03 janvier 2018;;
169;Pascal Demarthe;pascal-demarthe;H;Permanence parlementaire, 43 Rue Octave Tierce, 80000 Amiens;;;demandes/demande-irfm-pascal-demarthe.pdf;;20173760;avis-cada/avis-cada-20173760.pdf;03 janvier 2018;;
170;Stéphane Demilly;stephane-demilly;H;Permanence parlementaire, Rue de la Caisse d'épargne, BP 10071, 80201 Péronne Cedex;;;demandes/demande-irfm-stephane-demilly.pdf;NONE;20173761;avis-cada/avis-cada-20173761.pdf;03 janvier 2018;10 juin 2017;15 juin 2017
171;Sébastien Denaja;sebastien-denaja;H;Permanence parlementaire, 40 Avenue Victor Hugo, 34200 Sète;;;demandes/demande-irfm-sebastien-denaja.pdf;;20173762;avis-cada/avis-cada-20173762.pdf;03 janvier 2018;;
172;Françoise Descamps-Crosnier;francoise-descamps-crosnier;F;Permanence parlementaire, 2 Avenue Division du Général Leclerc, 78200 Mantes-la-Jolie;;;demandes/demande-irfm-francoise-descamps-crosnier.pdf;NONE;20173777;avis-cada/avis-cada-20173777.pdf;03 janvier 2018;11 juin 2017;28 juin 2017
173;Jean-Louis Destans;jean-louis-destans;H;Permanence parlementaire, 6 Boulevard Georges Chauvin, Résidence du Palais, 27000 Evreux;;;demandes/demande-irfm-jean-louis-destans.pdf;;20173778;avis-cada/avis-cada-20173778.pdf;03 janvier 2018;;
174;Michel Destot;michel-destot;H;Cabinet parlementaire, 24 Avenue Alsace-Lorraine, 38000 Grenoble;;;demandes/demande-irfm-michel-destot.pdf;NONE;20173975;avis-cada/avis-cada-20173975.pdf;03 janvier 2018;31 mai 2017;09 juin 2017
175;Patrick Devedjian;patrick-devedjian;H;Conseil général, 2-16 Boulevard Soufflot, 92015 Nanterre cedex;;;demandes/demande-irfm-patrick-devedjian.pdf;;20173976;avis-cada/avis-cada-20173976.pdf;03 janvier 2018;;
176;Nicolas Dhuicq;nicolas-dhuicq;H;7 Rue Joseph Gaucher, 10500 Brienne-le-Château;;;demandes/demande-irfm-nicolas-dhuicq.pdf;NONE;20173977;avis-cada/avis-cada-20173977.pdf;03 janvier 2018;02 juin 2017;09 juin 2017
177;Sophie Dion;sophie-dion;F;Permanence parlementaire, 108 Place Charles de Gaulle, 74300 Cluses;;;demandes/demande-irfm-sophie-dion.pdf;preuves-envoi/preuve-envoi-sophie-dion.pdf;20173978;avis-cada/avis-cada-20173978.pdf;03 janvier 2018;05 juin 2017;12 juin 2017
178;Julien Dive;julien-dive;H;Permanence parlementaire, 19 Rue du Gouvernement, 02100 Saint-Quentin;;;demandes/demande-irfm-julien-dive.pdf;NONE;20173979;avis-cada/avis-cada-20173979.pdf;03 janvier 2018;11 juin 2017;28 juin 2017
179;Marc Dolez;marc-dolez;H;57 Rue de Bellain, 59500 Douai;;;demandes/demande-irfm-marc-dolez.pdf;;20173980;avis-cada/avis-cada-20173980.pdf;03 janvier 2018;;
180;Fanny Dombre Coste;fanny-dombre-coste;F;Permanence parlementaire, 37 Rue du Faubourg Boutonnet, 34090 Montpellier;;;demandes/demande-irfm-fanny-dombre-coste.pdf;preuves-envoi/preuve-envoi-fanny-dombre-coste.jpg;20173981;avis-cada/avis-cada-20173981.pdf;03 janvier 2018;13 juin 2017;28 juin 2017
181;Jean-Pierre Door;jean-pierre-door;H;23 Place de la République, 45200 Montargis;;;demandes/demande-irfm-jean-pierre-door.pdf;NONE;20173982;avis-cada/avis-cada-20173982.pdf;03 janvier 2018;09 juin 2017;12 juin 2017
182;Dominique Dord;dominique-dord;H;Mairie, BP 348, 73103 Aix-les-Bains;;;demandes/demande-irfm-dominique-dord.pdf;NONE;20173983;avis-cada/avis-cada-20173983.pdf;03 janvier 2018;14 juin 2017;28 juin 2017
183;René Dosière;rene-dosiere;H;BP 138, 02005 Laon cedex;;;demandes/demande-irfm-rene-dosiere.pdf;NONE;20173984;avis-cada/avis-cada-20173984.pdf;03 janvier 2018;08 juin 2017;15 juin 2017
184;Philippe Doucet;philippe-doucet;H;Permanence, 74 Rue Paul-Vaillant-Couturier, 95100 Argenteuil;;;demandes/demande-irfm-philippe-doucet.pdf;;20173994;avis-cada/avis-cada-20173994.pdf;03 janvier 2018;;
185;Sandrine Doucet;sandrine-doucet;F;Permanence parlementaire, 54 Cours du Médoc, 33000 Bordeaux;;;demandes/demande-irfm-sandrine-doucet.pdf;;20173995;avis-cada/avis-cada-20173995.pdf;03 janvier 2018;;
186;David Douillet;david-douillet;H;147 Avenue du Général de Gaulle, 78300 Poissy;;;demandes/demande-irfm-david-douillet.pdf;;20173996;avis-cada/avis-cada-20173996.pdf;03 janvier 2018;;
187;Jeanine Dubié;jeanine-dubie;F;2 Rue des Graves, Route de Lourdes, 65310 Odos;;;demandes/demande-irfm-jeanine-dubie.pdf;NONE;20173997;avis-cada/avis-cada-20173997.pdf;03 janvier 2018;23 juin 2017;
188;Françoise Dubois;francoise-dubois;F;Permanence en circonscription, 84 Bis Rue Montoise, 72000 Le Mans;;;demandes/demande-irfm-francoise-dubois.pdf;;20173998;avis-cada/avis-cada-20173998.pdf;03 janvier 2018;;
189;Marianne Dubois;marianne-dubois;F;Permanence parlementaire, 2 Faubourg d'Orléans, 45300 Pithiviers;;;demandes/demande-irfm-marianne-dubois.pdf;NONE;20173999;avis-cada/avis-cada-20173999.pdf;03 janvier 2018;08 juin 2017;11 juin 2017
190;Virginie Duby-Muller;virginie-duby-muller;F;7 Place de la Libération, 74100 Annemasse;;;demandes/demande-irfm-virginie-duby-muller.pdf;NONE;20174000;avis-cada/avis-cada-20174000.pdf;03 janvier 2018;23 juin 2017;27 juin 2017
191;Jean-Pierre Dufau;jean-pierre-dufau;H;Permanence, 1 Rue du Tuc d'Eauze, 40100 Dax;;;demandes/demande-irfm-jean-pierre-dufau.pdf;;20173520;avis-cada/avis-cada-20173520.pdf;08 décembre 2017;;
192;Cécile Duflot;cecile-duflot;F;Permanence parlementaire, 8 Rue Jouy Rouve, 75020 Paris;;;demandes/demande-irfm-cecile-duflot.pdf;NONE;20173664;avis-cada/avis-cada-20173664.pdf;08 décembre 2017;23 mai 2017;
193;Anne-Lise Dufour-Tonini;anne-lise-dufour-tonini;F;Hôtel de ville, Rue de Villars, 59220 Denain;;;demandes/demande-irfm-anne-lise-dufour-tonini.pdf;;20173665;avis-cada/avis-cada-20173665.pdf;08 décembre 2017;;
194;William Dumas;william-dumas;H;Adresse postale, BP 8,  Saint-Mamert-du-Gard;;;demandes/demande-irfm-william-dumas.pdf;;20173683;avis-cada/avis-cada-20173683.pdf;08 décembre 2017;;
195;Françoise Dumas;francoise-dumas;F;Permanence parlementaire, 7 Avenue Jean-Jaurès, 30900 NÎmes;;;demandes/demande-irfm-francoise-dumas.pdf;NONE;20173676;avis-cada/avis-cada-20173676.pdf;08 décembre 2017;31 mai 2017;
196;Laurence Dumont;laurence-dumont;F;Permanence parlementaire, 17 Rue Paul Toutain, 14000 Caen;;;demandes/demande-irfm-laurence-dumont.pdf;NONE;20173681;avis-cada/avis-cada-20173681.pdf;08 décembre 2017;23 juin 2017;27 juin 2017
197;Jean-Louis Dumont;jean-louis-dumont;H;Permanence, 1 Avenue Garibaldi, BP 70075, 55102 Verdun cedex;;;demandes/demande-irfm-jean-louis-dumont.pdf;;20173682;avis-cada/avis-cada-20173682.pdf;08 décembre 2017;;
198;Nicolas Dupont-Aignan;nicolas-dupont-aignan;H;Mairie, 60 Rue Charles de Gaulle, 91335 Yerres cedex;;;demandes/demande-irfm-nicolas-dupont-aignan.pdf;NONE;20173680;avis-cada/avis-cada-20173680.pdf;08 décembre 2017;29 mai 2017;06 juin 2017
199;Jean-Paul Dupré;jean-paul-dupre;H;90 Rue Saint-Martin, 11300 Limoux;;;demandes/demande-irfm-jean-paul-dupre.pdf;NONE;20173679;avis-cada/avis-cada-20173679.pdf;08 décembre 2017;14 juin 2017;28 juin 2017
200;Yves Durand;yves-durand;H;Permanence parlementaire, 351 Avenue de Dunkerque, BP 20415, 59464 Lomme cedex;;;demandes/demande-irfm-yves-durand.pdf;;20173678;avis-cada/avis-cada-20173678.pdf;08 décembre 2017;;
201;Philippe Duron;philippe-duron;H;Permanence parlementaire, 55 Rue des Jacobins, 14000 Caen;;;demandes/demande-irfm-philippe-duron.pdf;;20173677;avis-cada/avis-cada-20173677.pdf;08 décembre 2017;;
202;Olivier Dussopt;olivier-dussopt;H;1 Rue Sadi Carnot, 07100 Annonay;;;demandes/demande-irfm-olivier-dussopt.pdf;NONE;20173675;avis-cada/avis-cada-20173675.pdf;08 décembre 2017;16 juin 2017;30 juin 2017
203;Eric Elkouby;eric-elkouby;H;Permanence parlementaire, 40 Avenue des Vosges, 67000 Strasbourg;;;demandes/demande-irfm-eric-elkouby.pdf;preuves-envoi/preuve-envoi-eric-elkouby.pdf;20173674;avis-cada/avis-cada-20173674.pdf;08 décembre 2017;26 mai 2017;06 juin 2017
204;Sophie Errante;sophie-errante;F;Permanence parlementaire, 17 Rue des Sports, App. 7, 44330 Le Pallet;;;demandes/demande-irfm-sophie-errante.pdf;preuves-envoi/preuve-envoi-sophie-errante.pdf;20173673;avis-cada/avis-cada-20173673.pdf;08 décembre 2017;01 juin 2017;09 juin 2017
205;Marie-Hélène Fabre;marie-helene-fabre;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-marie-helene-fabre.pdf;;20173672;avis-cada/avis-cada-20173672.pdf;08 décembre 2017;;
206;Olivier Falorni;olivier-falorni;H;Permanence parlementaire, 12 Ter Rue Villeneuve, 17000 La Rochelle;;;demandes/demande-irfm-olivier-falorni.pdf;NONE;20173671;avis-cada/avis-cada-20173671.pdf;08 décembre 2017;18 juin 2017;
207;Daniel Fasquelle;daniel-fasquelle;H;441 Bis Rue de l'Impératrice, 62600 Berck sur Mer;;;demandes/demande-irfm-daniel-fasquelle.pdf;preuves-envoi/preuve-envoi-daniel-fasquelle.jpg;20173669;avis-cada/avis-cada-20173669.pdf;08 décembre 2017;07 juin 2017;11 juin 2017
208;Olivier Faure;olivier-faure;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-olivier-faure.pdf;NONE;20173668;avis-cada/avis-cada-20173668.pdf;08 décembre 2017;12 juin 2017;15 juin 2017
209;Martine Faure;martine-faure;F;Permanence parlementaire, 7 Allée des Tilleuls, 33490 Saint-Macaire;;;demandes/demande-irfm-martine-faure.pdf;;20173670;avis-cada/avis-cada-20173670.pdf;08 décembre 2017;;
210;Alain Fauré;alain-faure;H;Permanence parlementaire, 1 Quai du Gravier, BP40, 09201 Saint-Girons Cedex;;;demandes/demande-irfm-alain-faure.pdf;NONE;20173667;avis-cada/avis-cada-20173667.pdf;08 décembre 2017;13 juin 2017;
211;Yannick Favennec;yannick-favennec;H;4 Place du 9 juin, 53100 Mayenne;;;demandes/demande-irfm-yannick-favennec.pdf;NONE;20173666;avis-cada/avis-cada-20173666.pdf;08 décembre 2017;23 juin 2017;24 juin 2017
212;Georges Fenech;georges-fenech;H;Permanence, 9 Rue Victor Hugo, 69700 Givors;;;demandes/demande-irfm-georges-fenech.pdf;NONE;20173729;avis-cada/avis-cada-20173729.pdf;07 décembre 2017;23 mai 2017;29 mai 2017
213;Hervé Féron;herve-feron;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP;;;demandes/demande-irfm-herve-feron.pdf;;20173733;avis-cada/avis-cada-20173733.pdf;07 décembre 2017;;
214;Richard Ferrand;richard-ferrand;H;Permanence parlementaire, 2 Rue Baltzer, 29150 Châteaulin;;;demandes/demande-irfm-richard-ferrand.pdf;preuves-envoi/preuve-envoi-richard-ferrand.jpg;20173750;avis-cada/avis-cada-20173750.pdf;07 décembre 2017;26 mai 2017;06 juin 2017
