num;nom;slug;sexe;adresse;refus;demande;bordereau;cada_no;avis_cada;date_cada;lar_envoi;lar_reception
353;Patrick Lemasle;patrick-lemasle;H;21 Rue du Faubourg Saint-Germain, 31310 Montesquieu-Volvestre; ;demande-irfm-patrick-lemasle.pdf;;20173947;avis-cada-20173947.pdf;23 novembre 2017;;
354;Dominique Le Mèner;dominique-le-mener;H;119 Rue de Malpalu, "Résidence des Noisetiers", 72000 Le Mans; ;demande-irfm-dominique-le-mener.pdf;NONE;20173928;avis-cada-20173928.pdf;23 novembre 2017;09 juin 2017;13 juin 2017
355;Catherine Lemorton;catherine-lemorton;F;47 Bis Boulevard de Strasbourg, 31000 Toulouse; ;demande-irfm-catherine-lemorton.pdf;;20173948;avis-cada-20173948.pdf;23 novembre 2017;;
356;Christophe Léonard;christophe-leonard;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-christophe-leonard.pdf;;20173951;avis-cada-20173951.pdf;23 novembre 2017;;
357;Jean Leonetti;jean-leonetti;H;Mairie, Cours Masséna, 06600 Antibes; ;demande-irfm-jean-leonetti.pdf;;20173952;avis-cada-20173952.pdf;23 novembre 2017;;
358;Annick Lepetit;annick-lepetit;F;Permanence parlementaire, 27 Rue Lemercier, 75017 Paris; ;demande-irfm-annick-lepetit.pdf;NONE;20173953;avis-cada-20173953.pdf;23 novembre 2017;23 mai 2017;06 juin 2017
359;Pierre Lequiller;pierre-lequiller;H;Conseil général des Yvelines, 2 Place André Mignot, 78012 Versailles cedex; ;demande-irfm-pierre-lequiller.pdf;NONE;20173954;avis-cada-20173954.pdf;23 novembre 2017;11 juin 2017;
360;Philippe Le Ray;philippe-le-ray;H;Permanence parlementaire, 17 Place des Quatre Vents, 56400 Auray; ;demande-irfm-philippe-le-ray.pdf;preuve-envoi-philippe-le-ray.png;20173929;avis-cada-20173929.pdf;23 novembre 2017;04 juin 2017;28 juin 2017
361;Jean-Pierre Le Roch;jean-pierre-le-roch;H;24 Rue Frédéric de Lourmel, 56300 PONTIVY; ;demande-irfm-jean-pierre-le-roch.pdf;;20173930;avis-cada-20173930.pdf;23 novembre 2017;;
362;Bruno Le Roux;bruno-le-roux;H;19-21 Avenue de la République, 93800 Epinay-sur-Seine; ;demande-irfm-bruno-le-roux.pdf;preuve-envoi-bruno-le-roux.pdf;20173931;avis-cada-20173931.pdf;23 novembre 2017;30 mai 2017;06 juin 2017
363;Arnaud Leroy;arnaud-leroy;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-arnaud-leroy.pdf;;20173955;avis-cada-20173955.pdf;23 novembre 2017;;
364;Maurice Leroy;maurice-leroy;H;Permanence, 32 Mail Leclerc, 41100 Vendôme; ;demande-irfm-maurice-leroy.pdf;NONE;20173956;avis-cada-20173956.pdf;23 novembre 2017;23 juin 2017;27 juin 2017
365;Marie-Thérèse Le Roy;marie-therese-le-roy;F;Permanence parlementaire, 8-10 Place de la Tourbie, 29000 Quimper; ;demande-irfm-marie-therese-le-roy.pdf;;20173932;avis-cada-20173932.pdf;23 novembre 2017;;
366;Michel Lesage;michel-lesage;H;3 Rue des trois frères Merlin, 22000 Saint Brieuc; ;demande-irfm-michel-lesage.pdf;;20173957;avis-cada-20173957.pdf;23 novembre 2017;;
367;Bernard Lesterlin;bernard-lesterlin;H;Permanence parlementaire, 6 Place Piquand, 03100 Montluçon; ;demande-irfm-bernard-lesterlin.pdf;;20173958;avis-cada-20173958.pdf;23 novembre 2017;;
368;Serge Letchimy;serge-letchimy;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-serge-letchimy.pdf;preuve-envoi-serge-letchimy.jpg;20173959;avis-cada-20173959.pdf;23 novembre 2017;27 mai 2017;08 juin 2017
369;Céleste Lett;celeste-lett;H;Permanence, 18A Rue Chamborand, 57200 Sarreguemines; ;demande-irfm-celeste-lett.pdf;;20173960;avis-cada-20173960.pdf;23 novembre 2017;;
370;Marie Le Vern;marie-le-vern;F;Permanence parlementaire, 42 Boulevard du Général de Gaulle, 76200 Dieppe; ;demande-irfm-marie-le-vern.pdf;;20173933;avis-cada-20173933.pdf;23 novembre 2017;;
371;Geneviève Levy;genevieve-levy;F;Permanence parlementaire, 52 Cours Lafayette, 83000 Toulon; ;demande-irfm-genevieve-levy.pdf;NONE;20173522;avis-cada-20173522.pdf;24 novembre 2017;23 juin 2017;24 juin 2017
372;Michel Liebgott;michel-liebgott;H;2 Rue Diderot, BP 70035, 57293 FAMECK Cedex; ;demande-irfm-michel-liebgott.pdf;;20173392;avis-cada-20173392.pdf;24 novembre 2017;;
373;Martine Lignières-Cassou;martine-lignieres-cassou;F;Permanence parlementaire, 56 Rue Émile Guichenné, BP 621, 64006 Pau cedex; ;demande-irfm-martine-lignieres-cassou.pdf;;20173412;avis-cada-20173412.pdf;24 novembre 2017;;
374;Audrey Linkenheld;audrey-linkenheld;F;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP; ;demande-irfm-audrey-linkenheld.pdf;NONE;20173514;avis-cada-20173514.pdf;24 novembre 2017;26 mai 2017;06 juin 2017
375;François Loncle;francois-loncle;H;17 Rue du Rempart, 27400 Louviers; ;demande-irfm-francois-loncle.pdf;;20173878;avis-cada-20173878.pdf;24 novembre 2017;;
376;Gabrielle Louis-Carabin;gabrielle-louis-carabin;F;Mairie, Rue Joffre, 97160 Le Moule; ;demande-irfm-gabrielle-louis-carabin.pdf;;20173879;avis-cada-20173879.pdf;24 novembre 2017;;
377;Lucette Lousteau;lucette-lousteau;F;2 Rue Jeanne d'Arc, 47000 Agen; ;demande-irfm-lucette-lousteau.pdf;;20173880;avis-cada-20173880.pdf;24 novembre 2017;;
378;Véronique Louwagie;veronique-louwagie;F;40 Rue Saint Jean, 61300 L'Aigle; ;demande-irfm-veronique-louwagie.pdf;;20173881;avis-cada-20173881.pdf;24 novembre 2017;;
379;Lionnel Luca;lionnel-luca;H;Permanence, 14 Rue Jean-Raymond Giacosa, BP 113, 06800 Cagnes-sur-Mer; ;demande-irfm-lionnel-luca.pdf;NONE;20173882;avis-cada-20173882.pdf;24 novembre 2017;09 juin 2017;28 juin 2017
380;Victorin Lurel;victorin-lurel;H;Permanence parlementaire, 97100 Basse-Terre; ;demande-irfm-victorin-lurel.pdf;;;;;;
381;Gilles Lurton;gilles-lurton;H;Permanence parlementaire, 73 Rue Ville Pépin- Place de la Roulais, 35400 Saint Malo; ;demande-irfm-gilles-lurton.pdf;preuve-envoi-gilles-lurton.pdf;20174010;avis-cada-20174010.pdf;23 novembre 2017;31 mai 2017;06 juin 2017
382;Jean-Pierre Maggi;jean-pierre-maggi;H;Permanence parlementaire, 17 Rue Blanchard, 13300 Salon-de-Provence; ;demande-irfm-jean-pierre-maggi.pdf;preuve-envoi-jean-pierre-maggi.pdf;20174011;avis-cada-20174011.pdf;23 novembre 2017;09 juin 2017;14 juin 2017
383;Noël Mamère;noel-mamere;H;Hôtel de Ville, Cabinet du Maire, Rue Calixte Camelle, BP 153, 33321 Bègles; ;demande-irfm-noel-mamere.pdf;preuve-envoi-noel-mamere.jpg;20174012;avis-cada-20174012.pdf;23 novembre 2017;23 mai 2017;06 juin 2017
384;Jean-François Mancel;jean-francois-mancel;H;Permanence parlementaire, 18 Rue Beauregard, 60000 Beauvais; ;demande-irfm-jean-francois-mancel.pdf;;20174013;avis-cada-20174013.pdf;23 novembre 2017;;
385;Jacqueline Maquet;jacqueline-maquet;F;Permanence, 10 Place Courbet, 62000 Arras; ;demande-irfm-jacqueline-maquet.pdf;;20174014;avis-cada-20174014.pdf;23 novembre 2017;;
386;Laurent Marcangeli;laurent-marcangeli;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-laurent-marcangeli.pdf;;20174015;avis-cada-20174015.pdf;23 novembre 2017;;
387;Marie-Lou Marcel;marie-lou-marcel;F;6 Avenue du Quercy, 12200 Villefranche de Rouergue; ;demande-irfm-marie-lou-marcel.pdf;;20174016;avis-cada-20174016.pdf;23 novembre 2017;;
388;Marion Maréchal-Le Pen;marion-marechal-le-pen;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-marion-marechal-le-pen.pdf;NONE;20174017;avis-cada-20174017.pdf;23 novembre 2017;01 juin 2017;28 juin 2017
389;Thierry Mariani;thierry-mariani;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-thierry-mariani.pdf;;20174018;avis-cada-20174018.pdf;23 novembre 2017;;
390;Alfred Marie-Jeanne;alfred-marie-jeanne;H;Permanence parlementaire, 4 Rue Albert Camus, Place d'Armes, 97232 Le Lamentin; ;demande-irfm-alfred-marie-jeanne.pdf;preuve-envoi-alfred-marie-jeanne.jpg;20174019;avis-cada-20174019.pdf;23 novembre 2017;27 mai 2017;24 juin 2017
391;Hervé Mariton;herve-mariton;H;Permanence, 5 Rue Paul Pons, 26400 Crest; ;demande-irfm-herve-mariton.pdf;NONE;20174020;avis-cada-20174020.pdf;23 novembre 2017;03 juin 2017;28 juin 2017
392;Olivier Marleix;olivier-marleix;H;7 Rue Saint-Martin, 28100 Dreux; ;demande-irfm-olivier-marleix.pdf;preuve-envoi-olivier-marleix.jpg;20174024;avis-cada-20174024.pdf;23 novembre 2017;26 mai 2017;06 juin 2017
393;Alain Marleix;alain-marleix;H;Permanence, 4 Rue Fernand Talandier, 15200 Mauriac; ;demande-irfm-alain-marleix.pdf;;20174023;avis-cada-20174023.pdf;23 novembre 2017;;
394;Franck Marlin;franck-marlin;H;Hôtel de Ville, BP 109, 91152 Étampes cedex; ;demande-irfm-franck-marlin.pdf;;20174025;avis-cada-20174025.pdf;23 novembre 2017;;
395;Jean-René Marsac;jean-rene-marsac;H;Permanence, 55 Rue Notre Dame, 35600 Redon; ;demande-irfm-jean-rene-marsac.pdf;NONE;20174026;avis-cada-20174026.pdf;23 novembre 2017;11 juin 2017;28 juin 2017
396;Alain Marsaud;alain-marsaud;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-alain-marsaud.pdf;NONE;20174027;avis-cada-20174027.pdf;23 novembre 2017;10 juin 2017;28 juin 2017
397;Philippe Martin;philippe-martin;H;Permanence parlementaire, 81 Route de Pessan, 32000 Auch; ;demande-irfm-philippe-martin.pdf;NONE;20174028;avis-cada-20174028.pdf;23 novembre 2017;20 juillet 2017;28 juillet 2017
398;Philippe Armand Martin;philippe-armand-martin;H;Permanence, 15 Bis Rue des Archers, 51200 Épernay; ;demande-irfm-philippe-armand-martin.pdf;;20174029;avis-cada-20174029.pdf;23 novembre 2017;;
399;Martine Martinel;martine-martinel;F;Permanence parlementaire, 37 Rue Clément Ader, 31300 Toulouse; ;demande-irfm-martine-martinel.pdf;;20174031;avis-cada-20174031.pdf;23 novembre 2017;;
400;Patrice Martin-Lalande;patrice-martin-lalande;H;Cabinet parlementaire, 4 Place de la Paix, BP 119, 41203 Romorantin-Lanthenay cedex; ;demande-irfm-patrice-martin-lalande.pdf;;20174030;avis-cada-20174030.pdf;23 novembre 2017;;
401;Alain Marty;alain-marty;H;16 Rue de la Gare, 57400 Sarrebourg; ;demande-irfm-alain-marty.pdf;;20174032;avis-cada-20174032.pdf;23 novembre 2017;;
402;Frédérique Massat;frederique-massat;F;29 Rue Delcassé, 09000 Foix; ;demande-irfm-frederique-massat.pdf;;20174033;avis-cada-20174033.pdf;23 novembre 2017;;
403;Véronique Massonneau;veronique-massonneau;F;Permanence parlementaire, 39/41 Boulevard Blossac, 86100 Châtellerault; ;demande-irfm-veronique-massonneau.pdf;;20174034;avis-cada-20174034.pdf;23 novembre 2017;;
404;Jean-Claude Mathis;jean-claude-mathis;H;2 Rue des Anciennes Tanneries, 10000 Troyes; ;demande-irfm-jean-claude-mathis.pdf;NONE;20174035;avis-cada-20174035.pdf;23 novembre 2017;02 juin 2017;
405;Sandrine Mazetier;sandrine-mazetier;F;Permanence parlementaire, 123 Rue de Reuilly, 75012 Paris; ;demande-irfm-sandrine-mazetier.pdf;NONE;20174036;avis-cada-20174036.pdf;23 novembre 2017;31 mai 2017;06 juin 2017
406;François de Mazières;francois-de-mazieres;H;Mairie, 78000 Versailles; ;demande-irfm-francois-de-mazieres.pdf;NONE;20174037;avis-cada-20174037.pdf;23 novembre 2017;30 mai 2017;06 juin 2017
407;Michel Ménard;michel-menard;H;Permanence parlementaire, 4 Rue Léonard de Vinci, 44470 Carquefou; ;demande-irfm-michel-menard.pdf;NONE;20174038;avis-cada-20174038.pdf;23 novembre 2017;23 mai 2017;06 juin 2017
408;Patrick Mennucci;patrick-mennucci;H;Permanence parlementaire, 2 Rue de la République, 13001 Marseille; ;demande-irfm-patrick-mennucci.pdf;NONE;20174039;avis-cada-20174039.pdf;23 novembre 2017;27 mai 2017;07 juin 2017
409;Gérard Menuel;gerard-menuel;H;Permanence parlementaire, 4 Place Foch, 10000 Troyes; ;demande-irfm-gerard-menuel.pdf;NONE;20174040;avis-cada-20174040.pdf;23 novembre 2017;02 juin 2017;09 juin 2017
410;Damien Meslot;damien-meslot;H;Permanence parlementaire, 4 Rue Georges Clemenceau, 90000 Belfort; ;demande-irfm-damien-meslot.pdf;;20174041;avis-cada-20174041.pdf;23 novembre 2017;;
411;Kléber Mesquida;kleber-mesquida;H;1 Rue Général Thomières, 34500 Béziers; ;demande-irfm-kleber-mesquida.pdf;NONE;20174042;avis-cada-20174042.pdf;23 novembre 2017;25 mai 2017;06 juin 2017
412;Philippe Meunier;philippe-meunier;H;18 Rue Louis Saunier, 69330 Meyzieu; ;demande-irfm-philippe-meunier.pdf;;20174043;avis-cada-20174043.pdf;23 novembre 2017;;
413;Jean-Claude Mignon;jean-claude-mignon;H;BP 11, 77630 Barbizon; ;demande-irfm-jean-claude-mignon.pdf;NONE;20174044;avis-cada-20174044.pdf;23 novembre 2017;12 juin 2017;28 juin 2017
414;Paul Molac;paul-molac;H;Permanence parlementaire, 26 Place de la Mairie, 56800 Ploërmel; ;demande-irfm-paul-molac.pdf;preuve-envoi-paul-molac.jpg;20174045;avis-cada-20174045.pdf;23 novembre 2017;01 juin 2017;07 juin 2017
415;Pierre Morange;pierre-morange;H;Permanence parlementaire, 27 Rue de la République, 78100 Saint-Germain-en-Laye; ;demande-irfm-pierre-morange.pdf;NONE;20174046;avis-cada-20174046.pdf;23 novembre 2017;22 juin 2017;06 juillet 2017
416;Yannick Moreau;yannick-moreau;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-yannick-moreau.pdf;preuve-envoi-yannick-moreau.jpg;20174047;avis-cada-20174047.pdf;23 novembre 2017;16 juin 2017;27 juin 2017
417;Pierre Morel-A-L'Huissier;pierre-morel-a-lhuissier;H;Permanence parlementaire, 3 Allée Piencourt, 48000 Mende; ;demande-irfm-pierre-morel-a-lhuissier.pdf;preuve-envoi-pierre-morel-a-lhuissier.pdf;20174048;avis-cada-20174048.pdf;23 novembre 2017;06 juin 2017;12 juin 2017
418;Alain Moyne-Bressand;alain-moyne-bressand;H;Secrétariat parlementaire, Place du 8 mai 1945, 38460 Crémieu; ;demande-irfm-alain-moyne-bressand.pdf;;20174049;avis-cada-20174049.pdf;23 novembre 2017;;
419;Pierre-Alain Muet;pierre-alain-muet;H;2 Place Louis Pradel, 69001 Lyon; ;demande-irfm-pierre-alain-muet.pdf;;20174050;avis-cada-20174050.pdf;23 novembre 2017;;
420;Jacques Myard;jacques-myard;H;Permanence, 36 Avenue de la République, 78500 Sartrouville; ;demande-irfm-jacques-myard.pdf;NONE;20174051;avis-cada-20174051.pdf;23 novembre 2017;09 juin 2017;15 juin 2017
421;Dominique Nachury;dominique-nachury;F;54 Rue Cuvier, 69006 LYON;REFUS;demande-irfm-dominique-nachury.pdf;;20174052;avis-cada-20174052.pdf;23 novembre 2017;;
422;Philippe Naillet;philippe-naillet;H;Permanence parlementaire, 190 Rue des Deux Canons, Immeuble Futura, 97490 Sainte-Clotilde; ;demande-irfm-philippe-naillet.pdf;preuve-envoi-philippe-naillet.pdf;20174054;avis-cada-20174054.pdf;23 novembre 2017;16 juin 2017;
423;Philippe Nauche;philippe-nauche;H;Permanence parlementaire, 26 Boulevard Anatole France, 19100 Brive la Gaillarde; ;demande-irfm-philippe-nauche.pdf;preuve-envoi-philippe-nauche.jpg;20174055;avis-cada-20174055.pdf;23 novembre 2017;03 juin 2017;11 juin 2017
424;Yves Nicolin;yves-nicolin;H;4 Rue Molière, BP 273, 42301 Roanne cedex; ;demande-irfm-yves-nicolin.pdf;;20174056;avis-cada-20174056.pdf;23 novembre 2017;;
425;Nathalie Nieson;nathalie-nieson;F;Permanence parlementaire, Rue du Docteur Eynard, Hôtel de Ville, 26300 Bourg-de-Péage; ;demande-irfm-nathalie-nieson.pdf;NONE;20174057;avis-cada-20174057.pdf;23 novembre 2017;03 juin 2017;12 juin 2017
426;Jean-Philippe Nilor;jean-philippe-nilor;H;12 Rue Paul Langevin, 97228 Sainte-Luce; ;demande-irfm-jean-philippe-nilor.pdf;;20174058;avis-cada-20174058.pdf;23 novembre 2017;;
427;Philippe Noguès;philippe-nogues;H;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP; ;demande-irfm-philippe-nogues.pdf;;20174059;avis-cada-20174059.pdf;23 novembre 2017;;
428;Robert Olive;robert-olive;H;Permanence parlementaire, 24 Quai Sadi Carnot, 66000 Perpignan; ;demande-irfm-robert-olive.pdf;;20174060;avis-cada-20174060.pdf;23 novembre 2017;;
429;Maud Olivier;maud-olivier;F;5 Rue du Forez, 91940 Les Ulis; ;demande-irfm-maud-olivier.pdf;NONE;20174061;avis-cada-20174061.pdf;23 novembre 2017;19 juin 2017;28 juin 2017
430;Patrick Ollier;patrick-ollier;H;Mairie, 92501 Rueil-Malmaison; ;demande-irfm-patrick-ollier.pdf;;20174062;avis-cada-20174062.pdf;23 novembre 2017;;
431;Dominique Orliac;dominique-orliac;F;Permanence parlementaire, 9 Impasse Séguier, 1er étage, 46000 Cahors;REFUS;demande-irfm-dominique-orliac.pdf;NONE;20173407;avis-cada-20173407.pdf;24 novembre 2017;31 mai 2017;06 juin 2017
432;Monique Orphé;monique-orphe;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-monique-orphe.pdf;preuve-envoi-monique-orphe.pdf;20174063;avis-cada-20174063.pdf;23 novembre 2017;16 juin 2017;14 juillet 2017
433;Michel Pajon;michel-pajon;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-michel-pajon.pdf;;20174064;avis-cada-20174064.pdf;23 novembre 2017;;
434;Bertrand Pancher;bertrand-pancher;H;Permanence parlementaire, 12 Rue Jean Errard, 55000 Bar-le-Duc; ;demande-irfm-bertrand-pancher.pdf;;20174065;avis-cada-20174065.pdf;23 novembre 2017;;
435;Luce Pane;luce-pane;F;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP; ;demande-irfm-luce-pane.pdf;NONE;20174066;avis-cada-20174066.pdf;23 novembre 2017;23 mai 2017;06 juin 2017
436;Christian Paul;christian-paul;H;Permanence parlementaire, 1 Rue des Teuraux, 58140 Lormes; ;demande-irfm-christian-paul.pdf;NONE;20174068;avis-cada-20174068.pdf;23 novembre 2017;21 juillet 2017;28 juillet 2017
437;George Pau-Langevin;george-pau-langevin;F;Permanence parlementaire, 8 Rue de la Cour des Noues, 75020 Paris; ;demande-irfm-george-pau-langevin.pdf;;20174067;avis-cada-20174067.pdf;23 novembre 2017;;
438;Rémi Pauvros;remi-pauvros;H;Immeuble le Suisse, 41 Boulevard de l'Europe, 59600 MAUBEUGE; ;demande-irfm-remi-pauvros.pdf;preuve-envoi-remi-pauvros.pdf;20174069;avis-cada-20174069.pdf;23 novembre 2017;19 juin 2017;27 juin 2017
439;Germinal Peiro;germinal-peiro;H;Les Jardins du Pontet, 2-4 Avenue de la Dordogne, BP 75, 24202 Sarlat-la-Canéda; ;demande-irfm-germinal-peiro.pdf;;20174070;avis-cada-20174070.pdf;23 novembre 2017;;
440;Jacques Pélissard;jacques-pelissard;H;Hôtel de Ville, 39000 Lons-le-Saunier; ;demande-irfm-jacques-pelissard.pdf;;20174071;avis-cada-20174071.pdf;23 novembre 2017;;
441;Hervé Pellois;herve-pellois;H;Permanence parlementaire, 10 Bis Rue Joseph Le Brix, 56890 Saint-Avé; ;demande-irfm-herve-pellois.pdf;;20174072;avis-cada-20174072.pdf;23 novembre 2017;;
442;Jean-Claude Perez;jean-claude-perez;H;2 Rue Barbès, BP 158, 11004 Carcassonne cedex; ;demande-irfm-jean-claude-perez.pdf;;20174073;avis-cada-20174073.pdf;23 novembre 2017;;
443;Stéphanie Pernod Beaudon;stephanie-pernod-beaudon;F;Mairie de Thoiry, 374 Rue Briand Stresemann, 01710 Thoiry;REFUS;demande-irfm-stephanie-pernod-beaudon.pdf;NONE;20173397;avis-cada-20173397.pdf;24 novembre 2017;23 mai 2017;06 juin 2017
444;Bernard Perrut;bernard-perrut;H;Hôtel de ville, Rue de la Paix, 69400 Villefranche-sur-Saône; ;demande-irfm-bernard-perrut.pdf;;20173524;avis-cada-20173524.pdf;27 novembre 2017;;
445;Edouard Philippe;edouard-philippe;H;Mairie du Havre, 15-17 Place de l'Hôtel de ville, CS40051, 76084 Le Havre Cedex; ;demande-irfm-edouard-philippe.pdf;NONE;20173593;avis-cada-20173593.pdf;27 novembre 2017;06 juin 2017;13 juin 2017
446;Sébastien Pietrasanta;sebastien-pietrasanta;H;24 Rue Emile Deschanel, 92600 Asnières; ;demande-irfm-sebastien-pietrasanta.pdf;preuve-envoi-sebastien-pietrasanta.pdf;20173594;avis-cada-20173594.pdf;27 novembre 2017;23 mai 2017;06 juin 2017
447;Sylvia Pinel;sylvia-pinel;F;Permanence Parlementaire, 71 Rue de l'Egalité, 82100 Castelsarrasin; ;demande-irfm-sylvia-pinel.pdf;preuve-envoi-sylvia-pinel.pdf;20173595;avis-cada-20173595.pdf;27 novembre 2017;01 juin 2017;12 juin 2017
448;Christine Pires Beaune;christine-pires-beaune;F;Permanence parlementaire, 8 Ter Avenue de Virlogeux, 63200 Riom;REFUS;demande-irfm-christine-pires-beaune.pdf;preuve-envoi-christine-pires-beaune.jpg;20173406;avis-cada-20173406.pdf;24 novembre 2017;30 mai 2017;06 juin 2017
449;Michel Piron;michel-piron;H;Permanence, Mme Maryvonne Martin, 2 Bis Rue J. du Bellay, 49380 Thouarcé; ;demande-irfm-michel-piron.pdf;;20173596;avis-cada-20173596.pdf;27 novembre 2017;;
450;Philippe Plisson;philippe-plisson;H;24 Rue Gambetta, 33230 Coutras; ;demande-irfm-philippe-plisson.pdf;;20173597;avis-cada-20173597.pdf;27 novembre 2017;;
451;Elisabeth Pochon;elisabeth-pochon;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-elisabeth-pochon.pdf;;20173598;avis-cada-20173598.pdf;27 novembre 2017;;
452;Jean-Frédéric Poisson;jean-frederic-poisson;H;Permanence parlementaire, 40 Bis Avenue du Maréchal Foch, 78120 Rambouillet; ;demande-irfm-jean-frederic-poisson.pdf;NONE;20173599;avis-cada-20173599.pdf;27 novembre 2017;11 juin 2017;23 juin 2017
453;Bérengère Poletti;berengere-poletti;F;Permanence parlementaire, 21 Avenue du Maréchal Leclerc, 08000 Charleville-Mézières; ;demande-irfm-berengere-poletti.pdf;NONE;20173600;avis-cada-20173600.pdf;27 novembre 2017;10 juin 2017;28 juin 2017
454;Napole Polutélé;napole-polutele;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-napole-polutele.pdf;;20173601;avis-cada-20173601.pdf;27 novembre 2017;;
455;Axel Poniatowski;axel-poniatowski;H;Permanence parlementaire, BP 18, 95290 L'isle-Adam; ;demande-irfm-axel-poniatowski.pdf;;20173602;avis-cada-20173602.pdf;29 novembre 2017;;
456;Josette Pons;josette-pons;F;13 Rue Victor Hugo, 83270 Saint Cyr sur Mer; ;demande-irfm-josette-pons.pdf;;20173631;avis-cada-20173631.pdf;27 novembre 2017;;
457;Pascal Popelin;pascal-popelin;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-pascal-popelin.pdf;;20173632;avis-cada-20173632.pdf;29 novembre 2017;;
458;Dominique Potier;dominique-potier;H;Permanence parlementaire, 27 Avenue du Maréchal Foch, 54200 Toul; ;demande-irfm-dominique-potier.pdf;;20173633;avis-cada-20173633.pdf;29 novembre 2017;;
459;Michel Pouzol;michel-pouzol;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-michel-pouzol.pdf;preuve-envoi-michel-pouzol.jpg;20173634;avis-cada-20173634.pdf;29 novembre 2017;26 mai 2017;14 juin 2017
460;Régine Povéda;regine-poveda;F;Mairie, 47180 Meilhan-sur-Garonne; ;demande-irfm-regine-poveda.pdf;;20173635;avis-cada-20173635.pdf;29 novembre 2017;;
461;Patrice Prat;patrice-prat;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-patrice-prat.pdf;;20173636;avis-cada-20173636.pdf;29 novembre 2017;;
462;Christophe Premat;christophe-premat;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 S; ;demande-irfm-christophe-premat.pdf;;20173637;avis-cada-20173637.pdf;29 novembre 2017;;
463;Christophe Priou;christophe-priou;H;Permanence parlementaire, 2 Bis Faubourg Sainte-Anne, BP 85308, 44353 Guérande; ;demande-irfm-christophe-priou.pdf;;20173638;avis-cada-20173638.pdf;29 novembre 2017;;
464;Joaquim Pueyo;joaquim-pueyo;H;Hôtel de ville, Place Foch, 61000 Alençon; ;demande-irfm-joaquim-pueyo.pdf;;20173639;avis-cada-20173639.pdf;29 novembre 2017;;
465;François Pupponi;francois-pupponi;H;Cabinet du Député-Maire, 4 Place de Navarre, 95200 Sarcelles; ;demande-irfm-francois-pupponi.pdf;;20173640;avis-cada-20173640.pdf;29 novembre 2017;;
466;Didier Quentin;didier-quentin;H;Permanence parlementaire, 86 Boulevard de Lattre de Tassigny, 17200 Royan; ;demande-irfm-didier-quentin.pdf;NONE;20173653;avis-cada-20173653.pdf;29 novembre 2017;16 juin 2017;23 juin 2017
467;Catherine Quéré;catherine-quere;F;Permanence parlementaire, 2 Rue René Cassin, 17100 Saintes; ;demande-irfm-catherine-quere.pdf;;20173654;avis-cada-20173654.pdf;29 novembre 2017;;
468;Valérie Rabault;valerie-rabault;F;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP; ;demande-irfm-valerie-rabault.pdf;;20173655;avis-cada-20173655.pdf;29 novembre 2017;;
469;Monique Rabin;monique-rabin;F;Permanence parlementaire, 33 Rue de l'Hôtel de Ville, 44310 Saint Philibert de Grand Lieu; ;demande-irfm-monique-rabin.pdf;;20173656;avis-cada-20173656.pdf;29 novembre 2017;;
470;Marie Récalde;marie-recalde;F;Hôtel de Ville, 60 Avenue Maréchal de Lattre de Tassigny, 33705 Mérignac; ;demande-irfm-marie-recalde.pdf;;20173657;avis-cada-20173657.pdf;29 novembre 2017;;
471;Frédéric Reiss;frederic-reiss;H;Permanence parlementaire, 12 Allée des Peupliers, BP 2, 67161 Wissembourg cedex; ;demande-irfm-frederic-reiss.pdf;preuve-envoi-frederic-reiss.pdf;20173658;avis-cada-20173658.pdf;29 novembre 2017;26 mai 2017;06 juin 2017
